Item type,Dataset Size,Dataset Shape,Dataset Type,Item name/path
Group,N/A,N/A,N/A,AwakeEventData
Group,N/A,N/A,N/A,AwakeEventData/AIRTR01
Group,N/A,N/A,N/A,AwakeEventData/AIRTR01/Acq
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/bqmOutputEnable
Dataset,288,(288,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensities
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMax
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMaxThr
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMean
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMin
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMinThr
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndex
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndexOk
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndexThr
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityOk
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityStd
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMax
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMaxThr
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMean
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMin
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMinThr
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthOk
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStd
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdOk
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdThr
Dataset,288,(288,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengths
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMax
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMaxThr
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMean
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMin
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMinThr
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakOk
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStd
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdOk
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdThr
Dataset,288,(288,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeaks
Dataset,288,(288,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPositions
Dataset,1,(1,),int16,AwakeEventData/SPSBQMSPSv1/Acquisition/diagnostic
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/doubletIntensitySplitOk
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/doublets
Dataset,288,(288,),int32,AwakeEventData/SPSBQMSPSv1/Acquisition/filledBuckets
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/firstBunchPositionOk
Dataset,0,(0,),Error: No NumPy equivalent for TypeBitfieldID exists,AwakeEventData/SPSBQMSPSv1/Acquisition/isTrailingDoublet
Dataset,1,(1,),int16,AwakeEventData/SPSBQMSPSv1/Acquisition/nAllowedLongBunches
Dataset,1,(1,),int32,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunches
Dataset,1,(1,),int16,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMax
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMaxOk
Dataset,1,(1,),int32,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesRamp
Dataset,1,(1,),int32,AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesIntensity
Dataset,1,(1,),int32,AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesMidBucket
Dataset,1,(1,),int16,AwakeEventData/SPSBQMSPSv1/Acquisition/nTooLongBunches
Dataset,1,(1,),int16,AwakeEventData/SPSBQMSPSv1/Acquisition/nWarningMessages
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMax
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMaxThr
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltas
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMax
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMaxThr
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/patternOk
Dataset,4620,(4620,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsIntensity
Dataset,4620,(4620,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsMid
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesIntensityThr
Dataset,1,(1,),float32,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesMidBucketThr
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesOk
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/stabilityOk
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/tgmNLSQCTL
Dataset,1,(1,),int32,AwakeEventData/SPSBQMSPSv1/Acquisition/tgmSCNUM
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/verifyPattern
Dataset,50,(50,),|S48,AwakeEventData/SPSBQMSPSv1/Acquisition/warningMessages
Dataset,288,(288,),int32,AwakeEventData/SPSBQMSPSv1/Acquisition/wrongBuckets
Group,N/A,N/A,N/A,AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition
Dataset,80000,(80000,),int16,AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition/rawWaveFT
Group,N/A,N/A,N/A,AwakeEventData/SR.AWGAMP
Group,N/A,N/A,N/A,AwakeEventData/SR.AWGAMP/Status
Dataset,1,(1,),int64,AwakeEventData/SR.AWGAMP/Status/position
Group,N/A,N/A,N/A,AwakeEventData/SR.AWGPH
Group,N/A,N/A,N/A,AwakeEventData/SR.AWGPH/Status
Dataset,1,(1,),int64,AwakeEventData/SR.AWGPH/Status/position
Group,N/A,N/A,N/A,AwakeEventData/SR.AWINTLK
Group,N/A,N/A,N/A,AwakeEventData/SR.AWINTLK/PhaseAcq
Dataset,1,(1,),float32,AwakeEventData/SR.AWINTLK/PhaseAcq/phaseShifter
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE27.CH01
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE27.CH01/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE27.CH01/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE27.CH01/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE27.CH01/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE27.CH01/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE27.CH01/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE27.CH01/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE27.CH01/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerStamp
Dataset,320,(1, 320),int16,AwakeEventData/SR.SCOPE27.CH01/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE27.CH01/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE28.CH01
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE28.CH01/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE28.CH01/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE28.CH01/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE28.CH01/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE28.CH01/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE28.CH01/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE28.CH01/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE28.CH01/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerStamp
Dataset,320,(1, 320),int16,AwakeEventData/SR.SCOPE28.CH01/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE28.CH01/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE29.CH01
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE29.CH01/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE29.CH01/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE29.CH01/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE29.CH01/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE29.CH01/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE29.CH01/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE29.CH01/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE29.CH01/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerStamp
Dataset,320,(1, 320),int16,AwakeEventData/SR.SCOPE29.CH01/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE29.CH01/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE30.CH01
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE30.CH01/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE30.CH01/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE30.CH01/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE30.CH01/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE30.CH01/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE30.CH01/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE30.CH01/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE30.CH01/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerStamp
Dataset,4000,(1, 4000),int16,AwakeEventData/SR.SCOPE30.CH01/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE30.CH01/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE30.CH02
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE30.CH02/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE30.CH02/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE30.CH02/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE30.CH02/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE30.CH02/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE30.CH02/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE30.CH02/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE30.CH02/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerStamp
Dataset,4000,(1, 4000),int16,AwakeEventData/SR.SCOPE30.CH02/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE30.CH02/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH01
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH01/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH01/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH01/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH01/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH01/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH01/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH01/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH01/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerStamp
Dataset,352,(1, 352),int16,AwakeEventData/SR.SCOPE43.CH01/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE43.CH01/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH02
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH02/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH02/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH02/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH02/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH02/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH02/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH02/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH02/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerStamp
Dataset,352,(1, 352),int16,AwakeEventData/SR.SCOPE43.CH02/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE43.CH02/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH03
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH03/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH03/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH03/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH03/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH03/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH03/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH03/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH03/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerStamp
Dataset,352,(1, 352),int16,AwakeEventData/SR.SCOPE43.CH03/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE43.CH03/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH04
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH04/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH04/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH04/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH04/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH04/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH04/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH04/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH04/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerStamp
Dataset,352,(1, 352),int16,AwakeEventData/SR.SCOPE43.CH04/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE43.CH04/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH05
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH05/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH05/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH05/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH05/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH05/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH05/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH05/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH05/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerStamp
Dataset,352,(1, 352),int16,AwakeEventData/SR.SCOPE43.CH05/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE43.CH05/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH06
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH06/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH06/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH06/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH06/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH06/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH06/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH06/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH06/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerStamp
Dataset,252,(1, 252),int16,AwakeEventData/SR.SCOPE43.CH06/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE43.CH06/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH07
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH07/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH07/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH07/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH07/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH07/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH07/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH07/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH07/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerStamp
Dataset,352,(1, 352),int16,AwakeEventData/SR.SCOPE43.CH07/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE43.CH07/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH08
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE43.CH08/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH08/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE43.CH08/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH08/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH08/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH08/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH08/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH08/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerStamp
Dataset,252,(1, 252),int16,AwakeEventData/SR.SCOPE43.CH08/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE43.CH08/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE45.CH01
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE45.CH01/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE45.CH01/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE45.CH01/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE45.CH01/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH01/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH01/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH01/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH01/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerStamp
Dataset,352,(1, 352),int16,AwakeEventData/SR.SCOPE45.CH01/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE45.CH01/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE45.CH02
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE45.CH02/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE45.CH02/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE45.CH02/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE45.CH02/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH02/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH02/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH02/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH02/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerStamp
Dataset,352,(1, 352),int16,AwakeEventData/SR.SCOPE45.CH02/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE45.CH02/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE45.CH03
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE45.CH03/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE45.CH03/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE45.CH03/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE45.CH03/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH03/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH03/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH03/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH03/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerStamp
Dataset,352,(1, 352),int16,AwakeEventData/SR.SCOPE45.CH03/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE45.CH03/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE45.CH04
Group,N/A,N/A,N/A,AwakeEventData/SR.SCOPE45.CH04/Acquisition
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE45.CH04/Acquisition/CTime
Dataset,1,(1,),int32,AwakeEventData/SR.SCOPE45.CH04/Acquisition/cycleTag
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE45.CH04/Acquisition/diffStamps
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH04/Acquisition/firstSampleTime
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH04/Acquisition/offset
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH04/Acquisition/sampleInterval
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH04/Acquisition/sensitivity
Dataset,1,(1,),float32,AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerError
Dataset,1,(1,),int64,AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerStamp
